row_type,algo,store,brand,MAPE_baseline,MAPE_gt,delta_MAPE_pct,MAE_baseline,MAE_gt,delta_MAE,dm_stat,dm_p,verdict,n_membaik,n_memburuk,n_tak_signifikan
deret,LSTM,Toko_B,Vivo,53.75716460162195,47.316548707841456,-6.440615893780496,1.333935177004015,1.2549035388070184,-0.07903163819699666,1.038306398517388,0.306051351574259,tak signifikan,,,
deret,LSTM,Toko_B,Xiaomi,59.14976447286572,47.53295276754646,-11.616811705319257,1.574197666065113,1.5087544048154675,-0.06544326124964539,-0.10063629886230903,0.9203975692430716,tak signifikan,,,
deret,LSTM,Toko_C,OPPO,72.05853890681612,66.13009729247162,-5.928441614344507,2.1427475375098153,1.9796468180579108,-0.16310071945190452,2.3592852736101615,0.023854671599342785,membaik (signifikan),,,
deret,LSTM,Toko_C,Realme,64.11505380062141,72.35846532715692,8.24341152653551,1.5074723862312935,1.5537943517839587,0.04632196555266521,-0.4070155692492606,0.6864065217670196,tak signifikan,,,
deret,LSTM,Toko_C,Samsung,62.809153397878006,67.46090061363132,4.651747215753318,1.3072616119642515,1.3566558618803282,0.04939424991607666,-1.3442842697882742,0.18726676696150849,tak signifikan,,,
deret,LSTM,Toko_C,Vivo,47.180423192810586,44.966199732663334,-2.2142234601472524,1.279883913091711,1.2466353242461745,-0.0332485888455365,0.8062773599712911,0.42537733638380554,tak signifikan,,,
deret,LSTM,Toko_C,Xiaomi,46.54901785412054,43.28506079898483,-3.2639570551357124,1.3173753546701896,1.2574558048634916,-0.059919549806698,2.298755281449613,0.027431572114553177,membaik (signifikan),,,
deret,LSTM,Toko_D,OPPO,58.21524648754684,68.43386343967767,10.218616952130823,1.2511130023647,1.3694806517781437,0.1183676494134438,-1.3798446562561664,0.17614481824233108,tak signifikan,,,
deret,LSTM,Toko_D,Realme,57.60663175582885,62.50284490320418,4.896213147375327,1.3897276472400975,1.4119101730552879,0.022182525815190424,-0.8132795188006215,0.4214042740425058,tak signifikan,,,
deret,LSTM,Toko_D,Samsung,64.7277179857095,55.5224477748076,-9.205270210901901,1.436799551989581,1.2536785248163584,-0.18312102717322265,4.8704697874025635,2.2305593271997813e-05,membaik (signifikan),,,
deret,LSTM,Toko_D,Vivo,43.39579059470514,42.39588743164426,-0.9999031630608783,1.3689890133368003,1.3315563040810663,-0.037432709255734053,-0.554743769165218,0.5825004260011206,tak signifikan,,,
deret,LSTM,Toko_D,Xiaomi,48.561502685622564,49.13616186727292,0.5746591816503539,1.2888675025991492,1.2880893623506702,-0.0007781402484789979,0.2715516231129096,0.7875180104693565,tak signifikan,,,
ringkasan,SARIMAX,SEMUA,SEMUA,,,,,,,,,membaik=1; memburuk=2; tak_signifikan=17,1.0,2.0,17.0
ringkasan,RF,SEMUA,SEMUA,,,,,,,,,membaik=2; memburuk=1; tak_signifikan=17,2.0,1.0,17.0
ringkasan,LSTM,SEMUA,SEMUA,,,,,,,,,membaik=4; memburuk=1; tak_signifikan=15,4.0,1.0,15.0
