week_start,brand,gt_index
2024-09-09,Samsung,48.63013698630137
2024-09-16,Samsung,48.63013698630137
2024-09-23,Samsung,48.63013698630137
2024-09-30,Samsung,46.57534246575342
2024-10-07,Samsung,48.63013698630137
2024-10-14,Samsung,43.83561643835616
2024-10-21,Samsung,46.57534246575342
2024-10-28,Samsung,50.0
2024-11-04,Samsung,49.31506849315068
2024-11-11,Samsung,49.31506849315068
2024-11-18,Samsung,53.42465753424658
2024-11-25,Samsung,54.794520547945204
2024-12-02,Samsung,50.0
2024-12-09,Samsung,55.47945205479452
2024-12-16,Samsung,56.849315068493155
2024-12-23,Samsung,62.328767123287676
2024-12-30,Samsung,58.9041095890411
2025-01-06,Samsung,52.054794520547944
2025-01-13,Samsung,51.369863013698634
2025-01-20,Samsung,52.054794520547944
2025-01-27,Samsung,56.849315068493155
2025-02-03,Samsung,48.63013698630137
2025-02-10,Samsung,47.26027397260274
2025-02-17,Samsung,47.26027397260274
2025-02-24,Samsung,47.94520547945205
2025-03-03,Samsung,50.0
2025-03-10,Samsung,47.26027397260274
2025-03-17,Samsung,50.68493150684932
2025-03-24,Samsung,54.109589041095894
2025-03-31,Samsung,59.589041095890416
2025-04-07,Samsung,59.589041095890416
2025-04-14,Samsung,50.68493150684932
2025-04-21,Samsung,50.0
2025-04-28,Samsung,50.68493150684932
2025-05-05,Samsung,47.94520547945205
2025-05-12,Samsung,50.0
2025-05-19,Samsung,47.26027397260274
2025-05-26,Samsung,48.63013698630137
2025-06-02,Samsung,44.52054794520548
2025-06-09,Samsung,46.57534246575342
2025-06-16,Samsung,47.26027397260274
2025-06-23,Samsung,50.0
2025-06-30,Samsung,49.31506849315068
2021-12-27,Realme,61.0
2022-01-03,Realme,63.0
2022-01-10,Realme,64.0
2022-01-17,Realme,50.0
2022-01-24,Realme,50.0
2022-01-31,Realme,63.0
2022-02-07,Realme,53.0
2022-02-14,Realme,56.00000000000001
2022-02-21,Realme,54.0
2022-02-28,Realme,63.0
2022-03-07,Realme,60.0
2022-03-14,Realme,57.99999999999999
2022-03-21,Realme,59.0
2022-03-28,Realme,64.0
2022-04-04,Realme,70.0
2022-04-11,Realme,73.0
2022-04-18,Realme,75.0
2022-04-25,Realme,82.0
2022-05-02,Realme,100.0
2022-05-09,Realme,89.0
2022-05-16,Realme,77.0
2022-05-23,Realme,73.0
2022-05-30,Realme,72.0
2022-06-06,Realme,75.0
2022-06-13,Realme,74.0
2022-06-20,Realme,77.0
2022-06-27,Realme,80.0
2022-07-04,Realme,81.0
2022-07-11,Realme,67.0
2022-07-18,Realme,65.0
2022-07-25,Realme,55.00000000000001
2022-08-01,Realme,52.0
2022-08-08,Realme,54.0
2022-08-15,Realme,53.0
2022-08-22,Realme,52.0
2022-08-29,Realme,57.99999999999999
2022-09-05,Realme,54.0
2022-09-12,Realme,49.0
2022-09-19,Realme,46.0
2022-09-26,Realme,49.0
2022-10-03,Realme,51.0
2022-10-10,Realme,52.0
2022-10-17,Realme,49.0
2022-10-24,Realme,49.0
2022-10-31,Realme,50.0
2022-11-07,Realme,52.0
2022-11-14,Realme,53.0
2022-11-21,Realme,46.0
2022-11-28,Realme,48.0
2022-12-05,Realme,49.0
2022-12-12,Realme,54.0
2022-12-19,Realme,60.0
2022-12-26,Realme,61.0
2023-01-02,Realme,63.0
2023-01-09,Realme,56.00000000000001
2023-01-16,Realme,48.0
2023-01-23,Realme,48.0
2023-01-30,Realme,44.0
2023-02-06,Realme,46.0
2023-02-13,Realme,47.0
2023-02-20,Realme,48.0
2023-02-27,Realme,48.0
2023-03-06,Realme,52.0
2023-03-13,Realme,50.0
2023-03-20,Realme,53.0
2023-03-27,Realme,54.0
2023-04-03,Realme,56.99999999999999
2023-04-10,Realme,59.0
2023-04-17,Realme,56.99999999999999
2023-04-24,Realme,79.0
2023-05-01,Realme,68.0
2023-05-08,Realme,54.0
2023-05-15,Realme,54.0
2023-05-22,Realme,53.0
2023-05-29,Realme,50.0
2023-06-05,Realme,56.00000000000001
2023-06-12,Realme,70.0
2023-06-19,Realme,77.0
2023-06-26,Realme,73.0
2023-07-03,Realme,70.0
2023-07-10,Realme,59.0
2023-07-17,Realme,48.0
2023-07-24,Realme,46.0
2023-07-31,Realme,48.0
2023-08-07,Realme,45.0
2023-08-14,Realme,41.0
2023-08-21,Realme,45.0
2023-08-28,Realme,39.0
2023-09-04,Realme,42.0
2023-09-11,Realme,42.0
2023-09-18,Realme,43.0
2023-09-25,Realme,41.0
2023-10-02,Realme,39.0
2023-10-09,Realme,44.0
2023-10-16,Realme,43.0
2023-10-23,Realme,40.0
2023-10-30,Realme,45.0
2023-11-06,Realme,41.0
2023-11-13,Realme,41.0
2023-11-20,Realme,44.0
2023-11-27,Realme,41.0
2023-12-04,Realme,43.0
2023-12-11,Realme,51.0
2023-12-18,Realme,51.0
2023-12-25,Realme,49.0
2024-01-01,Realme,52.0
2024-01-08,Realme,47.0
2024-01-15,Realme,42.0
2024-01-22,Realme,42.0
2024-01-29,Realme,39.0
2024-02-05,Realme,40.0
2024-02-12,Realme,38.0
2024-02-19,Realme,39.0
2024-02-26,Realme,40.0
2024-03-04,Realme,40.0
2024-03-11,Realme,43.0
2024-03-18,Realme,36.0
2024-03-25,Realme,41.0
2024-04-01,Realme,39.0
2024-04-08,Realme,44.0
2024-04-15,Realme,45.0
2024-04-22,Realme,39.0
2024-04-29,Realme,35.0
2024-05-06,Realme,37.0
2024-05-13,Realme,33.0
2024-05-20,Realme,39.0
2024-05-27,Realme,36.0
2024-06-03,Realme,35.0
2024-06-10,Realme,37.0
2024-06-17,Realme,38.0
2024-06-24,Realme,39.0
2024-07-01,Realme,36.0
2024-07-08,Realme,38.0
2024-07-15,Realme,33.0
2024-07-22,Realme,36.0
2024-07-29,Realme,35.0
2024-08-05,Realme,32.0
2024-08-12,Realme,32.0
2024-08-19,Realme,28.999999999999996
2024-08-26,Realme,30.0
2024-09-02,Realme,30.0
2024-09-09,Realme,33.0
2024-09-16,Realme,31.0
2024-09-23,Realme,30.0
2024-09-30,Realme,30.0
2024-10-07,Realme,28.000000000000004
2024-10-14,Realme,28.999999999999996
2024-10-21,Realme,31.0
2024-10-28,Realme,32.0
2024-11-04,Realme,35.0
2024-11-11,Realme,36.0
2024-11-18,Realme,31.0
2024-11-25,Realme,32.0
2024-12-02,Realme,34.0
2024-12-09,Realme,39.0
2024-12-16,Realme,39.0
2024-12-23,Realme,42.0
2024-12-30,Realme,41.0
2025-01-06,Realme,36.0
2025-01-13,Realme,32.0
2025-01-20,Realme,31.0
2025-01-27,Realme,37.0
2025-02-03,Realme,31.0
2025-02-10,Realme,28.999999999999996
2025-02-17,Realme,30.0
2025-02-24,Realme,32.0
2025-03-03,Realme,34.0
2025-03-10,Realme,34.0
2025-03-17,Realme,36.0
2025-03-24,Realme,36.0
2025-03-31,Realme,42.0
2025-04-07,Realme,39.0
2025-04-14,Realme,34.0
2025-04-21,Realme,33.0
2025-04-28,Realme,34.0
2025-05-05,Realme,33.0
2025-05-12,Realme,34.0
2025-05-19,Realme,30.0
2025-05-26,Realme,30.0
2025-06-02,Realme,31.0
2025-06-09,Realme,31.0
2025-06-16,Realme,35.0
2025-06-23,Realme,36.0
2025-06-30,Realme,34.0
2021-12-27,Vivo,100.0
2022-01-03,Vivo,87.0
2022-01-10,Vivo,79.0
2022-01-17,Vivo,70.0
2022-01-24,Vivo,76.0
2022-01-31,Vivo,79.0
2022-02-07,Vivo,73.0
2022-02-14,Vivo,76.0
2022-02-21,Vivo,72.0
2022-02-28,Vivo,77.0
2022-03-07,Vivo,70.0
